(0, 162, 232)
(255, 0, 0)
(255, 255, 255)
(156, 74, 0)
(154, 73, 0)
(2, 1, 0)
(156, 69, 2)
(0, 0, 0)
(2, 2, 2)
(63, 72, 204)
(249, 200, 192)
(255, 206, 197)
(148, 69, 3)
(229, 155, 33)
(230, 156, 33)
(156, 67, 2)
(3, 2, 0)
(227, 154, 33)
(150, 69, 3)
(157, 75, 0)
(163, 73, 164)
(103, 49, 0)
(81, 39, 0)
